520
836	301
614	702
793	675
699	502
739	283
159	871
938	351
152	599
650	1008
920	328
85	459
807	398
167	790
34	728
279	784
193	907
1009	25
870	514
715	868
470	787
563	46
477	882
963	211
506	735
307	719
659	249
1005	113
686	925
75	891
142	507
235	111
311	897
357	212
153	978
1031	890
687	889
493	349
635	497
690	924
596	476
272	1030
530	138
1037	435
154	312
50	181
280	395
122	649
523	146
693	939
669	187
768	994
486	636
823	559
364	968
575	672
255	253
935	237
841	487
780	976
162	9
804	504
35	958
243	323
828	711
777	730
385	695
215	808
233	1002
505	584
572	989
834	553
616	102
898	919
423	318
842	725
839	670
374	202
53	551
734	368
956	955
532	151
26	376
1010	960
653	698
238	475
362	269
736	408
110	1040
196	992
520	465
772	525
251	201
1003	256
389	8
810	798
455	77
663	588
749	413
814	759
733	132
668	587
850	331
541	324
226	592
49	971
432	915
744	612
618	284
741	492
990	714
380	287
901	1012
582	500
189	67
792	4
865	966
791	461
908	51
940	157
416	394
259	236
120	270
105	66
436	442
959	943
539	961
345	21
985	748
495	881
262	567
604	247
124	853
826	310
769	701
98	830
81	449
910	64
406	613
900	161
183	194
466	848
294	1023
210	631
753	32
443	933
222	393
700	290
887	949
195	150
813	363
789	564
953	674
528	417
204	779
1021	716
626	888
590	838
1026	775
366	241
405	447
589	577
1038	573
806	957
594	300
3	15
918	407
767	782
217	754
974	164
115	1013
463	29
456	867
30	74
365	354
607	356
190	812
1033	533
837	391
515	171
1019	764
303	903
42	873
549	348
623	347
661	657
892	995
372	341
468	914
276	818
717	203
313	437
464	757
499	595
554	118
176	169
831	801
718	894
173	861
1027	821
856	638
815	999
685	829
97	1034
326	571
119	384
633	833
854	583
68	254
306	977
89	263
297	665
524	755
491	382
1006	689
136	996
484	24
27	95
245	298
909	743
593	805
799	980
145	427
1035	87
603	281
209	723
11	489
1014	36
1011	309
419	895
55	720
72	537
911	527
945	697
516	208
106	581
91	322
156	671
143	445
771	817
137	147
794	1015
131	585
855	970
560	916
52	17
92	478
60	859
446	763
320	765
483	827
851	988
135	646
951	367
704	158
846	627
5	48
906	797
38	580
261	835
240	112
377	421
973	13
664	849
1032	289
401	458
88	501
760	662
747	149
824	929
862	450
410	558
651	302
751	885
84	886
482	896
224	381
1004	708
305	625
424	934
321	316
179	163
2	133
488	860
952	845
542	314
729	114
1018	666
684	840
602	63
644	710
622	288
667	308
134	681
73	508
600	343
244	512
41	1036
858	598
291	140
148	785
16	555
574	229
378	460
273	872
550	57
479	373
286	125
876	538
430	655
597	453
285	932
415	59
448	481
264	457
869	469
108	268
991	706
390	39
90	184
216	10
471	712
438	338
315	33
844	902
205	56
79	543
766	692
975	654
726	877
997	58
188	225
327	296
986	353
440	921
267	586
490	847
923	1039
14	379
359	591
615	722
180	231
282	875
566	141
917	96
99	624
101	786
800	130
206	1007
409	608
252	221
317	473
946	126
878	1028
660	422
350	893
781	874
643	565
809	647
258	388
694	414
19	811
177	12
128	332
641	429
185	621
340	545
724	610
707	944
404	1017
116	796
43	678
998	965
630	334
69	745
178	304
691	361
31	673
601	964
197	1016
83	788
721	962
941	843
400	319
658	773
246	121
540	45
752	200
632	776
680	727
705	864
28	967
1	531
369	387
637	642
942	677
165	511
230	820
774	358
420	496
94	570
628	746
936	683
857	619
399	979
517	676
397	360
913	993
265	578
182	648
912	557
579	370
954	510
299	778
62	20
950	899
568	640
295	576
529	509
905	76
696	232
403	645
494	852
467	737
352	972
47	70
652	213
441	629
355	803
983	562
278	526
175	620
937	547
117	816
7	485
883	634
1024	606
6	982
127	536
688	168
880	104
227	65
832	762
234	207
884	750
731	339
431	109
439	425
155	218
738	552
825	383
342	426
386	519
1025	546
144	186
783	333
412	293
191	392
639	239
444	742
266	544
325	452
454	926
513	192
866	518
411	1020
86	292
223	758
22	709
219	521
396	761
434	228
561	214
199	242
271	371
498	819
433	611
503	40
260	103
174	609
928	80
37	1001
78	160
418	248
682	335
930	220
274	474
451	522
969	1029
166	556
277	987
257	1022
770	129
170	344
375	402
981	534
756	605
275	61
71	139
198	336
100	927
703	740
535	462
948	713
1000	922
93	123
23	428
679	329
984	802
822	337
54	472
172	732
548	879
947	82
569	904
480	931
250	107
656	795
617	863
18	44
346	330
