X	Y
-9,772472402	4,031645402
-8,164355587	5,192590385
-9,602863717	4,875493757
-8,316870456	4,59894094
6,860955166	1,115790058
7,919291116	-0,36884137
7,584271399	-0,008711078
8,352828189	0,256427241
7,535213903	1,200128047
6,45395896	0,802516005
-8,491151853	4,13459326
-9,717636568	5,051339901
-9,753313197	5,080290321
7,732609131	1,202440846
-9,093062525	4,278836237
-10,12682495	3,943371531
-10,0996404	4,92324993
-8,883026637	3,50492781
6,867435901	-0,252487695
8,075386399	-1,257919323
-7,913113738	5,023830526
-9,210723886	3,94556274
-8,62982732	6,541912553
6,446864653	-0,106548944
6,707875822	0,309708927
8,050964984	-0,668481828
-9,822138254	5,683736555
-10,10760523	4,587258094
9,38777203	0,23344324
7,308496962	0,790896298
7,409011434	0,685345305
8,064542443	-0,327440413
-10,65713261	3,948622569
8,466361142	0,172758828
-8,60924137	4,716792721
6,554979696	0,124470983
-10,15687797	4,18291539
8,126042776	-0,547484322
8,494690984	-0,198589991
-10,04008387	4,609095812
8,017055842	0,289296534
7,573508022	0,787315022
7,772259624	0,377930405
-9,185913894	5,576350267
-9,929979287	5,081941015
8,037133338	0,321463226
7,910982993	-0,299345624
7,687434021	0,471510175
-9,656414712	4,143881896
8,048227058	-0,882398725
-9,046783899	5,849630036
8,201076621	1,522647558
-10,34281223	5,391246192
-8,962691634	4,440306454
6,736803043	0,971639558
-9,750183242	4,020818065
8,755084694	0,567687219
-10,31342791	4,652310012
6,940041958	0,328642108
6,395054483	0,910836956
6,845996697	0,521269659
6,621071351	1,110207585
-9,360364516	5,415617987
7,054350497	0,967613312
-9,77504678	5,511125788
6,061683457	1,296257071
7,209050235	-0,041041713
7,397207635	0,595832098
-10,16006121	4,101521716
-8,740802043	3,591958261
-8,599460986	6,125987534
-10,23192877	5,688940735
-9,290424079	5,001456859
6,769924498	-0,421305454
6,433423085	1,270577157
8,804026224	-0,054473171
9,03177245	0,463420259
8,445290048	0,635010671
-8,713963048	4,349127876
-9,031844877	3,88437312
7,404348758	0,489721158
8,515869583	0,37377643
-9,006318381	4,617649445
-10,09516833	5,06977048
-9,218037467	5,478035524
8,089512209	-0,497458854
-8,599166181	6,026419814
7,455960761	0,036060445
-7,764562986	5,093107409
7,81774803	1,342008192
-9,974380102	5,378313887
7,037898603	0,166318766
6,537091911	-0,763414254
6,602713906	-0,259613968
7,741329389	-0,95002064
-9,143035414	4,96054307
-9,228011719	5,079189217
8,153531452	1,632468849
-9,296985127	5,911145974
8,242861358	0,267799408
-9,81002163	4,255251811
7,06448231	1,069401651
7,771155972	-0,865214155
-9,471758933	4,19219224
-8,900517962	5,040959098
-8,576863689	3,970204059
-8,709245199	4,86646474
6,565168837	-0,447973802
-10,25875154	5,241513918
-9,205231934	5,946853677
-10,011538	4,793830808
6,733965101	-0,623305783
8,254936712	0,102616306
-9,918880359	4,320663315
8,344753133	-0,144240043
-8,940719948	5,211876766
-10,11764053	5,16525703
-8,67889921	6,231795412
6,190951851	-0,665396769
-8,247526656	5,399998586
7,655888987	1,293217385
7,028649384	-0,297998648
-10,02987082	4,084954043
-9,453947532	4,947979224
7,252622993	-0,639026863
7,68901676	1,171217797
-8,993557369	5,261748778
-9,942075447	5,362816829
-8,980263666	3,883808741
-9,161260508	3,73748725
-9,162206023	5,851966178
7,504644555	0,227324209
-8,377912943	5,138961862
7,493377846	0,019765657
-9,716194388	4,356811241
7,290944883	0,481450815
6,618690078	0,884876986
-9,600447231	5,692852726
8,191940094	-1,079623733
6,983260789	0,85795057
7,101164396	0,684835476
7,736620574	1,651941584
-10,35567962	4,1929789
-8,708134607	5,715430854
-7,900256742	4,608497874
7,855430825	1,378212018
7,520711862	1,203103071
-10,2886664	5,51287627
6,79316636	-0,53395509
-9,207237414	5,14238927
-9,606564717	4,277062089
-9,239931831	5,106574433
-8,771908811	5,093107875
7,407061502	0,075193208
-9,072243477	5,456001513
8,211177092	-0,37807484
7,188107248	0,0619081
-8,776429227	6,355667406
8,447832	0,666616952
-9,375806121	5,323043328
-8,590766852	5,45309038
-9,667092902	5,131218436
-8,503753827	4,492836877
6,913903441	-0,116480772
9,052135926	0,095998996
7,705867677	0,26374807
7,798997692	-0,919387667
7,452360681	-0,627003256
-9,824315708	5,504016032
-9,07784519	5,634945324
-9,813985557	5,828740904
7,156787849	-0,348812274
7,946140005	1,360284314
7,352912753	-0,486962754
-10,53807295	5,644374109
6,752736839	0,507132202
-8,643720995	4,315973288
-8,438521558	5,476186687
-8,994149858	5,581158528
-10,12865272	5,719475516
8,007621569	0,081509054
-9,41327642	3,922527837
-10,33228208	4,183880387
7,872377312	0,711760258
8,832144063	0,166281678
6,492808344	-0,538697132
8,856521893	0,154694627
-10,13179005	4,644649885
6,716011921	0,986878582
-9,359594563	4,767916515
8,214452141	1,1292225
8,655272809	-0,110470522
8,037566156	1,903513843
6,12083418	-0,697796976
-9,082581276	6,187185261
-9,339366505	4,396700353
7,493729078	0,331526627
-10,67305002	3,779436851
7,013641909	-0,546724082
-8,276599238	5,203458509
7,361079929	0,754005569
-8,906128316	4,780271558
7,976876206	1,667878175
7,365941943	-0,446612417
-9,380925422	5,643920382
-10,37338549	5,687598789
-8,902291485	4,574528769
8,17979603	0,874306568
8,571848333	-0,123134598
-7,703926396	4,977447509
6,772244824	-0,332899484
7,684596544	-0,275198242
-10,20878744	4,039627207
6,09118746	-0,788581022
7,825140802	-0,922228824
-9,161357073	4,593380812
-9,593563737	5,090936066
-10,61808212	3,9060265
-9,734167377	5,666081585
8,246138088	0,240645214
-9,819387056	5,775928123
-9,674510131	4,293824899
-9,564194399	4,94907499
-9,629134614	3,954792232
-9,588385678	5,522033923
-8,02336388	4,609641901
-8,891853456	6,198310739
-9,501863368	4,096273004
7,626650972	-0,668076423
-9,048407859	4,242604487
8,313363233	0,165012412
8,278781359	-0,525704053
-8,95949619	5,522478276
8,186940583	-1,398152622
8,734990702	0,484469545
6,955692676	0,601693516
-9,486980533	5,602967024
7,559651293	1,123339771
-8,690591082	4,430535683
8,176842654	1,986765442
-8,710011871	5,654004634
-9,525284627	5,2949033
7,960834098	0,585890934
7,654115613	0,228544242
-9,440888993	5,185722714
-9,27081891	3,964434149
7,753997033	0,48195432
-9,315930062	4,435138064
-8,939654455	5,717980497
8,71747992	-0,049493419
-9,377522915	4,755667326
7,601880898	1,372461376
-10,41270757	5,725522896
7,255930253	0,192200933
-8,654142792	6,58881069
-10,34863032	5,407971344
-8,442331695	5,732615082
-8,881438764	6,415380604
-10,60944833	6,025740529
-9,346006556	5,57330653
-9,026520626	5,401247047
8,99964791	0,196214977
8,07004302	0,955648143
8,714395031	0,491832496
-9,920553015	5,009705117
6,588058692	0,926366552
8,962861696	0,29125994
7,442356915	0,195417482
7,412195149	-0,271754724
-8,655417644	6,464110147
8,186619456	-0,641009741
-9,405154131	5,653622933
7,398102855	-0,240256284
-9,12831036	6,161629119
-7,622030672	4,961841192
6,656777778	0,74523497
8,07609723	-1,007185297
-9,385661422	4,134963765
7,337817135	0,384159293
-7,542686634	5,018507636
7,637276594	0,195313447
7,202144098	0,54400857
-8,608722434	6,762660423
-9,580904816	5,216921656
7,176975873	1,047926086
7,192411833	0,395714592
-9,42405064	4,557360273
-9,909009733	4,290957467
8,953617024	0,017064983
-9,237722263	5,993835152
6,537373227	0,811783999
7,739715112	0,356916042
7,431354841	-0,225600914
6,434043728	0,59466388
-9,935589332	3,926943957
-8,986199915	3,423213981
8,17553057	-0,832722572
-10,24135981	5,222987358
-10,10750548	4,555415808
-10,279108	5,635468617
8,260638159	1,328464906
6,724798076	0,565672025
-9,080232257	5,90802092
-9,085812079	4,369813728
-8,000113798	4,76479765
-7,446455571	4,906701232
-10,16215699	5,352834376
-9,5372099	4,451809964
-9,055195508	5,712296819
8,426961793	0,748807328
-9,034004538	4,942513746
6,934065704	1,155512878
7,842594563	0,343429008
-10,17412417	4,963184496
6,750788069	0,013597571
7,801076946	-0,813076681
-8,783230111	3,214131887
-10,08149525	5,662980685
6,617292944	-0,152319552
-8,702195714	3,24002387
8,604425976	-0,06592755
-8,850531201	5,613075046
6,464845385	1,037190325
-8,884693503	5,766027921
-9,060592598	5,382411277
-8,609218316	4,354951648
-8,626451333	3,569090127
6,547509408	0,106391673
-9,172846757	5,09842312
-9,855633964	5,639584083
-9,885231259	4,955767607
7,089375545	0,232822346
-9,663087798	5,264123225
-9,264365539	4,721987411
-9,770366547	5,37311079
-7,521304552	4,750344163
-10,69813957	3,870202157
-9,807582623	4,887174357
-9,500068511	4,476981905
8,562518163	0,519533203
-9,718023672	5,321533988
-9,664280603	5,559656612
7,088966168	-0,395778165
6,8853679	0,778831477
-9,046269998	4,414248453
-9,984277185	4,093606249
6,867724245	-0,595799166
-10,29057484	4,521217035
-7,62866462	4,875340708
7,572284218	0,126817875
8,15108074	0,494370313
-9,107156958	5,582686192
7,220231479	0,993548008
-10,72244184	3,840244636
7,079214913	1,03992399
6,857999549	1,278557698
9,469099837	0,259349201
-7,629839906	4,868612623
-7,275021057	4,914323608
7,381447446	0,092593081
-9,347829101	5,80482246
8,289527325	-0,355259976
7,634585959	-0,358212325
-8,834757781	5,627280505
-8,574023047	3,563673776
-9,176271287	4,048525696
8,258141864	-0,592009726
8,411836186	-0,13646886
-8,619029848	5,103044498
7,595581231	0,278850738
7,913809663	1,677768502
7,956187585	-0,65063466
6,384387821	0,967005485
8,140131327	-0,518519921
8,328096919	-0,501502598
-10,66458409	6,017987328
8,17268822	-0,915825351
-8,722136235	6,228920643
-8,590895646	3,367392821
6,619501882	0,058948532
8,826389592	0,243722177
-10,49306243	5,634037098
-7,513312306	4,991927487
8,074850724	0,777479006
7,99173952	0,206426881
7,937227303	-0,219532997
6,686081831	0,576087572
7,083634138	0,803650473
8,137463775	-0,712850241
-8,539357057	6,457622578
-10,26672647	4,339235145
8,121295784	0,649139633
7,791655386	-0,215914727
7,265290208	-0,021733776
-9,423611552	4,800080052
-8,750214689	5,019893164
-9,706272218	4,376268399
-8,915307177	4,704654047
7,60701457	0,227959966
7,928280797	0,743178112
8,117168701	-0,722199482
-7,423324374	4,810206754
-9,702813181	4,502517434
9,304376967	0,260514447
-9,645566901	4,587710257
7,990726613	0,521694007
-9,06669134	4,817339414
7,769101173	0,613449253
7,681627605	-0,8555319
-9,195000792	4,700692547
-9,066325847	5,758934381
-10,31171386	5,447984565
8,079739171	1,232337855
7,844972137	1,746980943
-8,489626273	3,712982247
8,841069665	0,173439081
-7,578425232	4,976292243
7,353077676	-0,00999298
-9,437077955	4,333418585
-8,497111953	5,801249423
-10,15788824	5,25573746
7,862063459	0,312413285
-9,032070965	4,136340954
-8,201770075	5,014430483
7,614423168	0,454224337
7,556083784	0,71721514
7,272281359	0,660231895
7,473338874	-0,866938248
-9,592081046	5,006296463
8,102692543	1,041351159
-7,532115288	5,048243816
8,080566504	-1,33498266
-10,1260129	5,900046064
7,245430774	1,23470726
6,701479171	1,078158325
7,359744079	0,527103365
6,901980512	-0,173523132
8,04136583	1,340773947
-9,046519961	4,813267301
7,783865305	1,392768007
-9,418374674	4,731245365
-9,311593248	5,778879593
-8,524180458	5,212514713
-10,39371068	5,874319469
-8,696373847	4,366210129
-10,24517206	5,395677579
7,320107136	0,097110794
9,045639526	0,339119375
-9,136963352	5,405252696
8,393063485	0,718031989
-10,2673802	4,224163025
6,336046171	-0,71085643
7,716861392	0,758196335
-8,530793529	4,527817878
-9,584467486	5,453169181
6,350991555	1,156665982
-9,212122842	5,181262941
-8,707049555	5,197348667
8,116838862	1,437676034
6,435014811	0,910378617
8,257810931	1,561391118
-10,04444521	4,602285336
6,76739945	-0,291070349
-9,520207464	5,499842582
6,794143522	1,04390614
-9,003616879	5,115221447
-9,407271198	4,839520989
8,194755356	1,418574592
8,236143886	1,428374069
8,1413937	-0,279949612
6,66961268	1,135982896
-8,78933432	5,786830819
-10,16427615	4,54544467
8,158663743	-0,782086632
-10,10423812	5,941241692
-10,09398272	4,8400656
-8,378080705	4,48871018
-8,518273931	4,549231262
-7,488722025	4,880570929
8,647552814	0,682259862
7,792718434	1,108373172
7,191040225	0,656386362
-8,892177279	4,226644707
7,555142221	0,18425339
-9,106646217	4,673894871
7,262362362	1,025701159
-8,636872547	3,525633302
7,222661382	0,043249277
-8,539241949	6,313369097
-7,353850485	4,857103424
7,532585334	0,377037786
8,328159287	0,748297335
-9,653534765	5,347647165
-10,30698281	4,618951691
-8,665068312	6,58282291
8,233829736	1,930017592
-10,43251877	5,327468562
-10,14087957	5,267210856
8,232059968	1,030044842
-9,108406573	5,573248467
-9,576483986	5,689203064
9,007138197	0,260539814
-10,40846819	4,490719184
7,075001862	-0,392540432
6,265508506	1,338038631
-9,696180025	4,871533366
-10,36142338	4,03620606
-9,122647503	4,459320788
6,468960771	-0,476933024
-10,32591743	5,340589882
6,150444867	-0,728878621
-7,6074738	5,018585312
-8,93395286	4,749342225
-8,331680695	4,680310135
8,207732373	-0,087393693
6,765677463	-0,295065419
-8,172340467	5,253799333
-8,696453977	4,291334099
-8,084750356	5,29955664
6,982935495	0,79267034
-8,661373985	6,391485868
7,764665958	-0,843020822
7,219995371	0,816665015
-9,461818373	4,887677532
8,427485654	0,068901362
-8,933883342	4,812174551
7,917781344	1,86853147
6,604287026	0,568854524
-10,49397702	5,706939448
-10,15035619	5,282099359
7,780815626	0,646120112
7,547033159	1,171525951
-8,322199834	4,719021351
8,438831208	0,077601837
-8,791275275	5,216142974
-8,699666075	4,795369297
-8,177494476	4,486303039
8,044296357	-0,885610921
-9,875762022	3,985556525
-8,575152054	5,064375945
-9,404637467	4,940886727
-9,563590735	5,466268087
-9,825205816	4,878464225
-9,096771026	5,719391963
-8,423414751	4,393066223
-8,985183197	5,868364767
8,51900662	0,782153651
8,052729297	-0,023056419
7,173473935	-0,56095754
-10,30932764	5,900575243
-9,42619469	5,397924387
6,73720988	0,706468042
8,807215131	0,39844988
7,162709265	0,871060071
8,269403403	-0,686306217
7,114399906	1,16017031
6,645932577	0,52106908
-9,721640335	4,966562746
-8,430427861	5,700309597
6,641565716	0,282922652
-9,47651904	4,71474423
-8,882497927	4,43131126
6,922438814	0,047889944
-10,2296109	5,609633166
-8,86247843	3,741705206
8,305205454	1,174099129
-10,50955229	4,265734135
6,993960655	0,676619474
-9,232777712	4,709555708
6,069379562	1,344516991
-10,5376058	5,953276489
8,032530188	-0,853181367
-8,773952196	5,617731618
-7,605894252	5,024667361
-9,341685699	4,969148664
-9,178443281	3,660171028
8,033749599	-0,142521801
-9,490846733	4,551145155
6,920169154	0,61094826
6,468687449	-0,099210794
8,128551438	1,070535357
8,232734604	0,331895466
-8,37773685	4,526975078
6,603495038	-0,406988317
8,190054805	-1,256308796
7,896079348	-1,230578649
7,877928743	0,8261455
-9,224492359	4,823574183
6,524077855	-0,561048009
-9,232308546	5,996692528
7,735250441	0,470672232
8,931187355	0,566122248
7,797301194	1,525211392
-8,456387869	4,586367906
-7,738200141	4,634305345
7,770006181	1,027558578
-9,280992467	4,048193266
9,137180938	0,119615755
7,40723626	0,721878104
-9,06292466	3,706910949
9,284232733	0,328584474
6,328030842	-0,589777326
6,171522498	1,371660978
-8,524482595	4,10527135
-8,060852815	4,648576176
7,716553816	0,759314135
