X	Y
-3,494367094	5,701459725
-2,959969489	-3,909960019
-3,624396793	-3,013082814
-6,037592121	5,295819969
-4,492007906	-3,153131272
3,607978784	-1,170556528
1,279217675	6,330240753
3,089318092	6,044407012
3,138400091	6,420346219
2,671675199	0,244166925
0,423272421	0,033121936
-5,236797819	-3,174702322
-5,634329867	5,61847315
-7,068484372	5,599079162
-3,242039243	5,812472134
-2,693028828	-3,467042635
-6,059839231	-2,929838824
1,125407295	4,68224891
3,488755958	6,326979494
4,688544999	6,306363459
-4,241273531	5,273643905
0,308347199	0,001336227
-3,815555198	4,51228058
-3,744985721	4,185632864
-6,258172419	5,912121174
1,671520399	4,976989543
0,242105413	-0,249121456
-3,539204391	-3,525419354
-6,162665726	-3,527446387
-4,583319452	5,335396478
-5,395120547	-3,215441672
-5,088904961	-3,216647484
-2,847495422	-3,556052755
-5,990284061	-3,464931936
1,64369071	4,939360772
3,454135691	5,909234293
-6,99827818	5,159877828
-5,553002173	5,34902418
1,375776613	0,544149159
-6,659675431	4,534070997
1,073649889	6,386489203
-6,334324157	-2,806212681
-2,83209393	-3,232301759
-4,593410669	-2,94986726
3,79372391	0,582274369
4,211730354	5,023135548
-4,054651563	-3,200425265
1,013531762	-0,225742631
-6,045127658	-2,781280197
1,058514424	5,508791389
3,569499616	6,185611052
-7,216333701	4,503413366
3,601908153	0,062058258
1,732871039	4,498108209
-6,814403108	5,383506655
2,164012132	0,552777154
2,531084188	0,401899953
-5,858994688	-2,915319403
2,76434905	6,003924949
-3,544800957	-3,306800874
4,745456154	5,094459677
3,792166018	5,553135873
4,594447327	4,717710555
-2,777243543	-4,035612328
-7,117681627	4,150497926
3,2772297	0,52696576
-6,375810872	5,059540618
3,156953567	-0,16229268
-0,006229732	-0,069260074
4,771247046	5,577733523
-3,046631838	-3,432769392
-4,068116816	5,03150731
0,936426461	0,625120616
3,803255444	5,730787145
2,494220051	0,229445152
4,490201907	5,992132458
-6,471328409	5,593286104
-3,805430609	5,249316049
1,275583936	6,058048454
-2,647124001	-3,328711989
4,826968617	4,808844101
4,517024419	6,227419604
3,28333137	6,194568401
4,926911426	4,484045887
-4,554288968	5,637544295
-6,585577123	-3,788559242
1,687954453	4,954221517
3,455576307	-0,892862186
-3,235639192	-4,376726362
1,201481687	6,352849893
-5,796042897	5,602686869
0,168168521	-1,028418566
4,624379808	5,910372653
-3,099432965	-3,036845946
-4,791339547	-3,252069392
