X	Y
-9,573157026	-8,494245728
-9,280909155	-7,534857505
-9,78915449	-8,651507884
4,785362257	9,019366979
6,184910963	10,86502055
-8,209744553	-8,793882379
5,350756108	9,905843723
-8,170615385	-7,056746692
-5,935059803	-1,087041612
-7,128334098	-0,841526748
-8,10073101	-6,280911611
-5,025800937	-0,1077442
5,316915922	9,024034929
-5,830742704	0,874314332
-6,388806206	0,6273
-9,355313399	-8,491884582
-6,202905783	0,848836968
5,734647368	10,83865726
-5,847376376	1,345126296
6,778833201	11,81883012
-8,521670576	-8,41155402
-5,758410337	-0,697908794
-5,530887902	-0,895086255
-7,151565649	0,52828949
7,065673947	9,935374874
-4,838593285	0,317839107
-6,523178283	0,847597766
6,463423424	9,409727509
-5,924529862	-0,213018884
-9,784321723	-7,263097732
-7,106994428	-7,701850307
7,055522206	10,14742214
6,292096974	10,64339937
-7,622329885	-7,481443137
6,274593949	8,756283474
6,789689199	9,548377288
-5,595951665	1,073332659
-7,503353269	-7,872352972
6,795626811	8,950845711
-7,000418089	0,694237351
5,612779714	9,91348843
-5,752048299	1,779080074
-5,363807792	0,301326152
-7,770532129	-7,303982349
5,042508113	10,26078674
-6,860929592	1,063421576
-7,009402129	-8,064790728
-8,251077268	-7,410375826
-8,251266317	-7,95565771
-6,803918144	-0,448179933
-6,932436817	0,156789889
-8,171089322	-8,512301808
-7,209106768	-7,945456813
-5,90471853	-0,702852405
6,525720429	9,416630291
-8,101512166	-6,859062267
-5,622741029	-1,072135977
6,518148451	9,432635025
-8,221332973	-7,873134985
-7,935924404	-6,174794969
-7,072043447	-7,947137395
5,505620364	9,40808089
6,79774165	10,72325447
6,08460613	10,02617813
-8,897184283	-7,28838644
-6,936145457	-0,394811887
-8,912329864	-8,729717312
6,49556668	10,19168283
6,618736217	10,57198355
-5,138047674	-0,029387352
-8,18453091	-6,310522041
6,47281684	9,669801183
-8,649814061	-7,007709398
-6,657875349	1,100800074
-5,443423836	0,266702779
-9,195481565	-8,710911177
-5,645965124	-1,338218207
-10,03621595	-8,890978673
-6,78251853	0,823979388
-8,962602915	-7,501037669
-8,120221492	-7,514822356
6,408236365	10,98211192
-5,639401553	1,614740388
6,28597352	9,491830011
-5,589462609	0,074947477
5,975964059	9,190233729
6,570132535	10,19307517
-7,955605341	-9,385148561
-8,922647941	-6,954681706
-9,259695355	-7,623600601
-7,072547072	-0,021769
-8,050026072	-6,613322042
-5,954487159	-0,399210163
4,805006314	8,949698198
5,62194753	10,38533014
-7,940470559	-9,524197625
5,039125392	10,32152982
-4,710597961	0,17326393
5,954244607	10,66526599
6,775622084	9,807659354
-9,324621253	-7,9141188
-9,927200439	-8,899495483
6,862140281	9,884902103
6,047543681	8,906139299
-7,251367405	0,313358667
-7,870631023	-7,857304847
-7,026049323	-0,185305938
6,719394416	9,958975639
-5,984616794	0,506757941
-8,048250266	-7,552863377
-8,166129169	-7,95424126
-7,061316522	0,237082634
-7,822563768	-6,982472429
-8,547576944	-7,513157698
-9,060782194	-8,160127301
-8,265459689	-7,882587002
-8,100656766	-6,89110887
-9,648031121	-8,556894862
-7,901373783	-9,218194128
5,782171994	10,86757636
-7,419185587	0,897674141
6,391924535	10,39427479
-8,112820195	-7,790141034
-9,46441755	-7,321949922
7,275589341	9,566234363
-9,774123899	-7,098851697
6,893844533	9,029095484
-9,439416523	-6,904915378
-5,859698682	-1,406785367
-7,796028166	1,338675164
